Student ID,Subject,Previous Score,Time Left,Subject Importance,Preferred Learning Style
27.0,Mathematics,77.0,30.0,5.0,Visual-Practice
27.0,Mathematics,77.0,45.0,4.0,Practice-Visual
27.0,Chemistry,73.0,34.0,4.0,Reading
27.0,Computer Science,89.0,31.0,4.0,Practical-Reading
27.0,Economics,72.0,31.0,3.0,Reading
27.0,English,61.0,20.0,5.0,Reading
27.0,Economics,82.0,55.0,4.0,Lectures-Practice
27.0,History,90.0,30.0,2.0,Practice
27.0,History,61.0,28.0,3.0,Reading
27.0,History,79.0,40.0,4.0,Visual
27.0,Chemistry,90.0,26.0,4.0,Practice
27.0,Computer Science,77.0,30.0,5.0,Lectures-Practical
27.0,Economics,78.0,11.0,3.0,Lectures
27.0,Chemistry,78.0,20.0,5.0,Practice
27.0,Science,79.0,42.0,5.0,Reading-Practice
27.0,Mathematics,95.0,27.0,4.0,Practice-Practical
27.0,Mathematics,63.0,16.0,4.0,Practical
28.0,Chemistry,95.0,36.0,5.0,Practice
28.0,Chemistry,72.0,21.0,5.0,Visual-Practical
28.0,History,75.0,18.0,5.0,Practical-Visual
28.0,Geography,65.0,28.0,4.0,Visual
28.0,Mathematics,81.0,35.0,5.0,Visual-Lectures
28.0,Chemistry,84.0,23.0,5.0,Practical
28.0,Science,69.0,26.0,5.0,Practical
28.0,Economics,87.0,34.0,3.0,Lectures-Practical
28.0,History,77.0,31.0,3.0,Reading-Lectures
28.0,Biology,78.0,34.0,3.0,Practice-Visual
28.0,English,68.0,40.0,5.0,Practical
28.0,Geography,87.0,30.0,4.0,Practice
28.0,Mathematics,78.0,15.0,5.0,Lectures
28.0,Physics,71.0,26.0,4.0,Practical-Reading
28.0,Physics,65.0,47.0,4.0,Practice-Visual
28.0,Economics,74.0,25.0,3.0,Practice-Lectures
28.0,English,93.0,30.0,4.0,Visual
28.0,English,68.0,14.0,1.0,Reading
28.0,Geography,77.0,12.0,1.0,Reading
28.0,Science,78.0,22.0,5.0,Reading
29.0,English,71.0,20.0,3.0,Reading-Lectures
29.0,Biology,71.0,41.0,3.0,Lectures-Practical
29.0,Computer Science,71.0,39.0,4.0,Lectures
29.0,English,64.0,28.0,4.0,Visual-Reading
29.0,Economics,88.0,25.0,1.0,Visual-Reading
29.0,Biology,75.0,44.0,5.0,Practice
29.0,Economics,72.0,36.0,3.0,Lectures
29.0,Science,70.0,40.0,5.0,Reading-Practice
29.0,Mathematics,80.0,28.0,5.0,Practical
29.0,Science,79.0,18.0,4.0,Lectures
29.0,Mathematics,78.0,30.0,5.0,Visual
29.0,Chemistry,64.0,32.0,5.0,Lectures-Practice
29.0,English,73.0,13.0,3.0,Visual-Practice
29.0,Chemistry,89.0,40.0,5.0,Lectures-Visual
29.0,Biology,77.0,38.0,1.0,Reading-Visual
29.0,Mathematics,78.0,10.0,5.0,Reading
29.0,Mathematics,83.0,27.0,5.0,Reading-Practical
29.0,Computer Science,77.0,28.0,5.0,Practice
29.0,Biology,64.0,30.0,4.0,Practice
29.0,Geography,80.0,1.0,2.0,Practice
30.0,Biology,73.0,15.0,1.0,Practice-Reading
30.0,Science,66.0,46.0,5.0,Lectures-Visual
30.0,Mathematics,65.0,44.0,4.0,Practice
30.0,History,75.0,43.0,3.0,Visual
30.0,History,65.0,47.0,5.0,Visual
30.0,Physics,60.0,18.0,5.0,Reading-Practical
30.0,Chemistry,101.0,26.0,5.0,Practice-Visual
30.0,Geography,82.0,31.0,3.0,Practical
30.0,English,70.0,21.0,4.0,Practical
30.0,Chemistry,76.0,37.0,5.0,Practical-Reading
30.0,Geography,71.0,36.0,4.0,Reading-Practical
30.0,Economics,81.0,14.0,1.0,Reading-Practical
30.0,Geography,85.0,31.0,2.0,Practice-Practical
30.0,Mathematics,79.0,33.0,5.0,Practice-Visual
30.0,Geography,75.0,20.0,3.0,Lectures-Visual
30.0,Computer Science,87.0,11.0,5.0,Reading-Visual
30.0,English,79.0,30.0,1.0,Reading
30.0,Science,97.0,44.0,5.0,Lectures
30.0,Economics,71.0,41.0,1.0,Practical
30.0,Economics,87.0,13.0,5.0,Lectures-Practical
31.0,Geography,70.0,45.0,3.0,Practical-Reading
,Physics,81.0,25.0,5.0,Practice-Lectures
31.0,Mathematics,76.0,60.0,5.0,Practical-Visual
31.0,Geography,80.0,39.0,3.0,Reading
31.0,Biology,67.0,21.0,5.0,Lectures
31.0,English,58.0,32.0,4.0,Practical-Practice
31.0,Biology,78.0,9.0,4.0,Visual-Practice
31.0,Biology,71.0,12.0,3.0,Lectures
31.0,Geography,79.0,32.0,4.0,Practical
31.0,Chemistry,64.0,25.0,4.0,Lectures
31.0,Science,78.0,32.0,4.0,Practice-Practical
31.0,Chemistry,93.0,37.0,5.0,Lectures
31.0,Economics,77.0,44.0,3.0,Practical-Visual
31.0,Chemistry,77.0,24.0,5.0,Practical-Practice
31.0,Biology,81.0,46.0,3.0,Practice
31.0,Science,61.0,31.0,5.0,Practice-Visual
31.0,Mathematics,67.0,19.0,5.0,Visual
31.0,Mathematics,64.0,34.0,5.0,Visual-Reading
31.0,Computer Science,84.0,36.0,5.0,Visual-Practical
31.0,Geography,63.0,22.0,3.0,Lectures-Practice
32.0,Physics,110.0,27.0,5.0,Visual
32.0,Science,46.0,26.0,5.0,Practical
32.0,Physics,91.0,31.0,5.0,Reading-Lectures
32.0,Computer Science,95.0,20.0,5.0,Visual-Practical
32.0,Geography,75.08080301129235,24.0,5.0,Visual
32.0,Mathematics,87.0,46.0,4.0,Practical-Practice
32.0,Geography,76.0,9.0,3.0,Visual
32.0,Biology,78.0,19.0,1.0,Lectures-Visual
32.0,English,73.0,37.0,4.0,Practical-Lectures
32.0,Mathematics,64.0,35.0,5.0,Visual-Practical
32.0,History,73.0,3.0,2.0,Visual
32.0,Science,81.0,39.0,4.0,Practical-Practice
32.0,Geography,77.0,26.0,2.0,Reading-Practice
32.0,Science,83.0,27.0,4.0,Visual-Lectures
32.0,Physics,94.0,9.0,5.0,Reading-Visual
32.0,Computer Science,71.0,18.0,5.0,Reading
32.0,Chemistry,84.0,12.0,5.0,Reading
32.0,Physics,81.0,28.0,5.0,Lectures-Reading
32.0,Physics,89.0,38.0,5.0,Visual-Reading
32.0,English,68.0,30.0,2.0,Reading-Lectures
33.0,History,68.0,22.0,3.0,Reading-Practice
33.0,History,72.0,30.0,4.0,Lectures
33.0,Mathematics,77.0,26.0,5.0,Visual-Practice
33.0,English,75.0,49.0,3.0,Visual
33.0,Computer Science,80.0,35.0,5.0,Lectures
33.0,Geography,75.08080301129235,24.0,4.0,Practical-Visual
33.0,Economics,65.0,31.0,5.0,Lectures
33.0,Biology,64.0,24.0,2.0,Reading
33.0,Biology,74.0,43.0,4.0,Lectures
33.0,Computer Science,74.0,20.0,4.0,Reading-Visual
33.0,Economics,79.0,20.0,5.0,Visual-Lectures
33.0,Science,74.0,32.0,5.0,Lectures-Reading
33.0,Economics,82.0,26.0,2.0,Visual
33.0,Mathematics,87.0,21.0,5.0,Lectures
33.0,Geography,70.0,22.0,5.0,Practice
33.0,Science,72.0,16.0,4.0,Lectures
33.0,Biology,87.0,31.0,5.0,Practical-Visual
33.0,Economics,94.0,30.0,5.0,Practice
33.0,Computer Science,76.0,29.0,5.0,Practice
33.0,Physics,85.0,19.0,5.0,Reading
34.0,English,78.0,24.0,3.0,Practical
34.0,Biology,84.0,40.0,2.0,Practical-Practice
34.0,History,77.0,37.0,4.0,Visual
34.0,Geography,72.0,15.0,5.0,Reading
34.0,Biology,63.0,23.0,4.0,Practical-Practice
34.0,Chemistry,75.0,31.0,4.0,Visual-Practice
34.0,Chemistry,78.0,51.0,4.0,Lectures-Practice
34.0,Biology,69.0,21.0,3.0,Practice
34.0,History,84.0,49.0,3.0,Practical
34.0,History,98.0,36.0,4.0,Lectures-Visual
34.0,Economics,74.0,26.0,2.0,Visual-Lectures
34.0,Chemistry,91.0,18.0,5.0,Lectures-Visual
34.0,Physics,77.0,20.0,5.0,Practice-Reading
34.0,Geography,81.0,43.0,3.0,Lectures-Practice
34.0,Science,87.0,40.0,5.0,Lectures
34.0,Computer Science,84.0,19.0,5.0,Reading-Practical
34.0,Computer Science,67.0,16.0,5.0,Visual
34.0,Science,75.0,32.0,5.0,Practice-Lectures
34.0,Mathematics,73.0,33.0,5.0,Lectures
34.0,Science,70.0,33.0,5.0,Practice
35.0,Economics,72.0,29.0,5.0,Practical
35.0,Chemistry,70.0,41.0,5.0,Visual
35.0,Geography,66.0,38.0,2.0,Lectures-Visual
35.0,Physics,93.0,30.0,5.0,Visual-Practice
35.0,Physics,82.0,33.0,5.0,Practice-Practical
35.0,Physics,62.0,40.0,5.0,Lectures
35.0,Physics,53.0,37.0,5.0,Lectures
35.0,Chemistry,78.0,23.0,5.0,Practice
35.0,Chemistry,67.0,22.0,5.0,Reading
35.0,Biology,83.0,25.0,2.0,Practice-Visual
35.0,Biology,69.0,38.0,1.0,Practical
35.0,History,75.0,36.0,2.0,Practical
35.0,History,88.0,32.0,3.0,Visual-Practice
35.0,Computer Science,72.0,35.0,5.0,Lectures-Practical
35.0,Geography,58.0,20.0,1.0,Reading-Practice
35.0,Science,68.0,18.0,5.0,Reading-Practice
35.0,Science,72.0,25.0,5.0,Lectures
35.0,Science,71.0,49.0,5.0,Practice-Reading
35.0,Computer Science,59.0,40.0,5.0,Reading-Lectures
35.0,Computer Science,74.0,16.0,5.0,Reading-Visual
36.0,Science,80.0,32.0,5.0,Reading
36.0,Chemistry,64.0,41.0,5.0,Reading
36.0,Computer Science,66.0,24.0,5.0,Reading
36.0,Economics,79.0,35.0,2.0,Reading-Lectures
36.0,Mathematics,67.0,24.0,5.0,Lectures
36.0,History,76.0,44.0,5.0,Reading-Practice
36.0,Economics,74.0,35.0,4.0,Practice
36.0,English,75.0,31.0,4.0,Practice
36.0,Chemistry,82.0,16.0,5.0,Practice
36.0,Economics,74.0,40.0,1.0,Visual
36.0,Chemistry,86.0,17.0,5.0,Visual-Practical
36.0,Science,79.0,30.0,5.0,Visual-Lectures
36.0,Science,93.0,32.0,5.0,Practical-Lectures
36.0,Physics,74.0,29.0,5.0,Practical-Reading
36.0,Physics,67.0,26.0,5.0,Visual-Practical
36.0,Geography,87.0,30.0,2.0,Visual
36.0,Physics,79.0,11.0,5.0,Practical-Visual
36.0,Mathematics,78.0,32.0,5.0,Lectures-Visual
36.0,Physics,75.0,17.0,5.0,Reading
36.0,Geography,76.0,28.0,1.0,Reading
37.0,Physics,83.0,20.0,4.0,Practice-Lectures
37.0,Science,75.0,50.0,4.0,Visual
37.0,History,73.0,41.0,5.0,Practice
37.0,Computer Science,82.0,42.0,4.0,Visual
37.0,Biology,72.0,50.0,4.0,Practical
37.0,Economics,75.0,19.0,2.0,Practice-Reading
37.0,Computer Science,69.0,26.0,5.0,Visual-Lectures
37.0,Science,68.0,21.0,4.0,Visual-Lectures
37.0,English,67.0,16.0,2.0,Reading-Practical
37.0,Computer Science,78.0,34.0,5.0,Practical
,Economics,65.0,35.0,2.0,Lectures
37.0,Biology,76.0,30.0,3.0,Practice-Practical
37.0,Chemistry,61.0,36.0,5.0,Practice-Reading
37.0,Economics,84.0,56.0,1.0,Reading
37.0,Mathematics,89.0,16.0,5.0,Practice
37.0,English,69.0,31.0,3.0,Lectures
37.0,Mathematics,68.0,23.0,5.0,Reading
37.0,Computer Science,86.0,40.0,4.0,Reading-Visual
37.0,History,90.0,38.0,4.0,Practice
37.0,Mathematics,56.0,32.0,5.0,Reading-Lectures
38.0,Physics,70.0,34.0,5.0,Practice
38.0,Computer Science,91.0,37.0,5.0,Visual
38.0,History,66.0,43.0,1.0,Lectures-Reading
38.0,Geography,74.0,21.0,2.0,Reading-Visual
38.0,Chemistry,76.0,39.0,4.0,Visual-Practical
38.0,History,80.0,43.0,5.0,Visual
38.0,Mathematics,77.0,14.0,5.0,Practical-Visual
38.0,Biology,78.0,28.0,1.0,Reading-Lectures
38.0,Biology,86.0,25.0,5.0,Lectures
38.0,Physics,71.0,26.0,5.0,Lectures-Reading
38.0,Computer Science,74.0,28.0,4.0,Visual
38.0,Chemistry,80.0,27.0,5.0,Practical-Lectures
38.0,History,77.0,24.0,3.0,Practical-Visual
38.0,Economics,68.0,35.0,1.0,Practical
38.0,English,53.0,31.0,2.0,Reading
38.0,Mathematics,70.0,29.909250438706444,4.0,Reading
38.0,Computer Science,83.0,37.0,5.0,Visual
38.0,Mathematics,70.0,31.0,5.0,Visual
38.0,Science,60.0,25.0,5.0,Lectures
38.0,Computer Science,56.0,40.0,5.0,Lectures-Visual
39.0,Chemistry,61.0,43.0,5.0,Practical
39.0,English,73.0,17.0,4.0,Reading
39.0,Economics,74.0,29.0,3.0,Visual-Practice
39.0,Economics,76.0,27.0,1.0,Practice-Practical
39.0,Science,76.0,23.0,4.0,Lectures
39.0,Biology,57.0,40.0,5.0,Lectures-Visual
39.0,Physics,74.0,33.0,5.0,Lectures
39.0,Economics,78.0,22.0,2.0,Visual
39.0,Computer Science,77.0,41.0,5.0,Reading
39.0,Computer Science,80.0,40.0,5.0,Practical-Lectures
39.0,History,85.0,34.0,3.0,Visual-Practice
39.0,History,77.0,23.0,2.0,Practical
39.0,Biology,71.0,18.0,4.0,Practice-Practical
39.0,Physics,80.0,24.0,4.0,Visual
39.0,Biology,72.0,37.0,2.0,Lectures
39.0,Science,65.0,1.0,5.0,Lectures
39.0,Chemistry,88.0,26.0,5.0,Practical
39.0,Physics,75.0,21.0,4.0,Practical-Visual
39.0,Chemistry,55.0,39.0,5.0,Visual-Practical
39.0,History,91.0,33.0,4.0,Lectures-Reading
40.0,Biology,83.0,16.0,3.0,Practice-Reading
40.0,Geography,75.0,38.0,1.0,Lectures
40.0,Computer Science,63.0,32.0,5.0,Reading
40.0,History,77.0,26.0,5.0,Visual
40.0,Chemistry,65.0,27.0,4.0,Practice-Practical
40.0,Physics,68.0,43.0,4.0,Lectures-Practice
40.0,Geography,92.0,17.0,4.0,Lectures-Practical
40.0,Science,81.0,30.0,4.0,Practical-Visual
40.0,English,74.0,31.0,2.0,Lectures-Visual
40.0,Mathematics,74.0,38.0,5.0,Practice-Lectures
40.0,Chemistry,64.0,33.0,5.0,Practice-Reading
40.0,Physics,71.0,36.0,5.0,Reading-Practical
40.0,Biology,69.0,46.0,2.0,Visual
40.0,Physics,82.0,30.0,5.0,Lectures-Reading
40.0,English,93.0,27.0,3.0,Practical
40.0,Geography,75.0,16.0,3.0,Visual
40.0,Biology,85.0,40.0,4.0,Visual
40.0,Mathematics,58.0,27.0,5.0,Practical
40.0,Mathematics,70.0,26.0,4.0,Lectures
40.0,Computer Science,60.0,29.0,5.0,Visual
41.0,Geography,75.0,23.0,2.0,Reading-Lectures
41.0,Economics,64.0,28.0,1.0,Visual-Reading
41.0,Biology,77.0,46.0,5.0,Practical
41.0,Mathematics,72.0,48.0,5.0,Practice-Visual
41.0,Biology,68.0,34.0,5.0,Visual-Lectures
41.0,Computer Science,77.0,24.0,5.0,Reading
41.0,Science,73.0,48.0,5.0,Practice-Visual
41.0,English,79.0,40.0,1.0,Practical-Reading
41.0,Physics,58.0,31.0,5.0,Visual-Reading
41.0,Chemistry,71.0,48.0,4.0,Reading-Visual
41.0,Science,72.0,28.0,5.0,Reading
41.0,English,61.0,12.0,5.0,Reading-Visual
41.0,Economics,68.0,32.0,1.0,Reading
41.0,Computer Science,79.0,38.0,5.0,Lectures-Reading
41.0,English,72.0,26.0,3.0,Practice
41.0,Chemistry,84.0,31.0,5.0,Practical
41.0,Chemistry,76.0,50.0,5.0,Practice-Visual
41.0,Biology,90.0,37.0,3.0,Visual
41.0,Economics,65.0,19.0,1.0,Practice
41.0,Mathematics,67.0,27.0,5.0,Reading-Practical
42.0,Physics,74.0,27.0,5.0,Visual-Reading
42.0,Economics,84.0,28.0,1.0,Practical-Visual
42.0,Computer Science,63.0,15.0,5.0,Practical-Visual
42.0,English,89.0,24.0,2.0,Visual-Lectures
42.0,Biology,70.0,29.0,1.0,Visual
42.0,Biology,87.0,31.0,4.0,Reading-Practical
42.0,English,74.0,26.0,2.0,Practical
42.0,Biology,89.0,32.0,1.0,Lectures-Practice
42.0,Computer Science,62.0,33.0,5.0,Practical-Lectures
42.0,Biology,86.0,35.0,4.0,Practice
42.0,Biology,56.0,16.0,1.0,Practical
42.0,Chemistry,72.0,31.0,5.0,Practical
42.0,English,79.0,18.0,5.0,Reading-Practice
42.0,Science,101.0,30.0,5.0,Practice-Practical
42.0,Computer Science,106.0,37.0,5.0,Visual-Practical
42.0,Mathematics,72.0,27.0,5.0,Practical-Reading
42.0,Computer Science,75.08080301129235,34.0,5.0,Reading-Lectures
42.0,Science,80.0,30.0,5.0,Visual
42.0,Mathematics,62.0,33.0,5.0,Reading-Practical
42.0,English,86.0,27.0,4.0,Reading-Lectures
43.0,Biology,79.0,36.0,2.0,Reading-Practice
43.0,Physics,72.0,40.0,5.0,Visual
43.0,Economics,64.0,40.0,3.0,Lectures
43.0,Science,80.0,31.0,5.0,Visual
43.0,English,72.0,38.0,4.0,Visual-Reading
43.0,Chemistry,73.0,37.0,5.0,Reading-Practice
43.0,Geography,80.0,31.0,1.0,Visual
43.0,Economics,63.0,33.0,5.0,Visual-Practice
43.0,Economics,64.0,44.0,3.0,Practice-Visual
43.0,English,77.0,28.0,3.0,Lectures-Practice
43.0,History,71.0,24.0,5.0,Practical-Lectures
43.0,History,57.0,30.0,2.0,Practice-Lectures
43.0,Computer Science,74.0,21.0,5.0,Lectures-Visual
43.0,Chemistry,83.0,44.0,4.0,Lectures
43.0,Economics,86.0,42.0,5.0,Practical-Lectures
43.0,Science,73.0,31.0,5.0,Visual-Lectures
43.0,Biology,78.0,35.0,3.0,Lectures-Practice
43.0,Computer Science,73.0,16.0,4.0,Practical-Lectures
43.0,Chemistry,93.0,35.0,4.0,Practice
43.0,Physics,103.0,20.0,5.0,Reading-Visual
44.0,Physics,90.0,52.0,5.0,Practice
44.0,Mathematics,79.0,45.0,5.0,Practical
44.0,Chemistry,76.0,48.0,4.0,Visual-Practical
44.0,Computer Science,75.0,27.0,5.0,Reading-Practical
44.0,Chemistry,70.0,52.0,4.0,Practice-Visual
44.0,Geography,63.0,20.0,3.0,Visual-Lectures
44.0,History,77.0,10.0,3.0,Practical-Lectures
44.0,Mathematics,67.0,28.0,5.0,Practice
44.0,Physics,65.0,31.0,5.0,Practice-Visual
44.0,Science,82.0,29.0,5.0,Lectures-Reading
44.0,Biology,67.0,22.0,4.0,Reading-Visual
44.0,History,69.0,31.0,4.0,Lectures
44.0,Computer Science,60.0,27.0,5.0,Visual-Lectures
44.0,Science,59.0,32.0,5.0,Practical
44.0,Computer Science,68.0,11.0,4.0,Reading-Lectures
44.0,Economics,79.0,28.0,2.0,Practical
44.0,Mathematics,79.0,21.0,4.0,Practical-Practice
44.0,Computer Science,68.0,26.0,5.0,Visual-Reading
44.0,Mathematics,59.0,12.0,5.0,Visual
44.0,Physics,67.0,9.0,5.0,Practical-Lectures
45.0,Physics,85.0,24.0,5.0,Lectures
45.0,Biology,82.0,32.0,3.0,Lectures
45.0,Physics,71.0,34.0,5.0,Reading-Visual
45.0,Chemistry,71.0,30.0,5.0,Lectures
45.0,Economics,64.0,49.0,1.0,Lectures
45.0,Geography,75.0,14.0,5.0,Practice
45.0,Chemistry,75.0,30.0,5.0,Lectures
45.0,Science,76.0,33.0,4.0,Practice
45.0,Science,50.0,21.0,5.0,Practice
45.0,Science,93.0,30.0,4.0,Reading
45.0,Mathematics,91.0,14.0,5.0,Practical
45.0,Economics,77.0,42.0,1.0,Reading
45.0,Chemistry,68.0,23.0,5.0,Visual-Reading
45.0,English,74.0,44.0,1.0,Reading
45.0,Economics,80.0,27.0,5.0,Practical
45.0,Mathematics,75.0,46.0,5.0,Reading-Visual
45.0,Computer Science,78.0,24.0,5.0,Practical-Visual
45.0,History,65.0,41.0,2.0,Lectures-Reading
45.0,Chemistry,65.0,35.0,5.0,Reading-Practice
45.0,Geography,75.0,15.0,4.0,Lectures-Practical
46.0,History,77.0,55.0,3.0,Practice
46.0,Geography,85.0,15.0,5.0,Visual-Practice
46.0,English,82.0,29.0,1.0,Practical-Reading
46.0,Economics,91.0,28.0,1.0,Lectures
46.0,Computer Science,89.0,42.0,5.0,Practice-Practical
46.0,Science,80.0,35.0,4.0,Practical
46.0,Physics,75.08080301129235,31.0,4.0,Visual-Reading
46.0,History,69.0,30.0,4.0,Visual-Reading
46.0,Biology,67.0,30.0,2.0,Reading-Lectures
46.0,History,70.0,29.0,3.0,Reading
46.0,Science,88.0,17.0,5.0,Lectures-Practical
46.0,Physics,78.0,29.0,5.0,Practice-Visual
46.0,Computer Science,62.0,22.0,5.0,Visual
46.0,Chemistry,65.0,32.0,5.0,Practice-Practical
46.0,History,55.0,22.0,4.0,Visual-Practice
46.0,English,68.0,27.0,4.0,Reading-Practical
46.0,Chemistry,71.0,29.0,5.0,Practical
46.0,English,80.0,28.0,4.0,Lectures-Practical
46.0,Science,79.0,21.0,4.0,Reading
46.0,Biology,82.0,13.0,1.0,Lectures-Visual
47.0,Geography,74.0,41.0,1.0,Lectures
47.0,Economics,63.0,10.0,5.0,Practical
47.0,Computer Science,85.0,26.0,5.0,Practical
47.0,Economics,87.0,14.0,5.0,Practical-Visual
47.0,Geography,79.0,27.0,1.0,Visual-Practice
47.0,Economics,57.0,38.0,5.0,Reading-Practical
47.0,English,66.0,48.0,3.0,Lectures
47.0,English,76.0,23.0,1.0,Practical-Visual
47.0,Science,83.0,39.0,4.0,Practical-Visual
47.0,Physics,75.0,30.0,2.0,Reading
47.0,Computer Science,70.0,31.0,4.0,Reading
47.0,Chemistry,82.0,20.0,5.0,Practical
47.0,History,80.0,37.0,1.0,Visual-Practice
47.0,Biology,87.0,31.0,4.0,Lectures-Practice
47.0,Geography,61.0,47.0,4.0,Reading-Practical
47.0,Geography,68.0,9.0,5.0,Visual
47.0,Biology,77.0,42.0,4.0,Lectures-Practical
47.0,Mathematics,71.0,36.0,4.0,Lectures
47.0,English,75.0,31.0,1.0,Visual-Practical
47.0,Mathematics,72.0,25.0,4.0,Visual-Lectures
48.0,Mathematics,85.0,32.0,5.0,Visual-Reading
48.0,English,76.0,37.0,3.0,Reading
48.0,Mathematics,87.0,25.0,5.0,Practice
48.0,Computer Science,83.0,29.0,5.0,Practice
48.0,English,74.0,47.0,1.0,Lectures
48.0,Science,93.0,47.0,5.0,Practice-Practical
48.0,Economics,59.0,27.0,2.0,Reading-Practice
48.0,History,76.0,54.0,5.0,Lectures-Practice
48.0,Science,65.0,22.0,4.0,Reading
48.0,Computer Science,75.0,36.0,5.0,Practical
48.0,Biology,55.0,34.0,1.0,Lectures
48.0,Biology,77.0,49.0,1.0,Lectures-Practice
48.0,Computer Science,77.0,35.0,5.0,Practice-Reading
48.0,Economics,84.0,17.0,2.0,Lectures-Practice
48.0,History,79.0,33.0,3.0,Lectures-Practical
48.0,Computer Science,75.0,11.0,5.0,Practical
48.0,History,66.0,42.0,2.0,Practical-Visual
48.0,Biology,85.0,15.0,2.0,Visual
48.0,Geography,74.0,18.0,1.0,Practice
48.0,Biology,71.0,35.0,1.0,Practical-Lectures
49.0,History,61.0,25.0,5.0,Practice-Reading
49.0,Physics,83.0,40.0,5.0,Practical-Lectures
49.0,Chemistry,71.0,26.0,4.0,Lectures-Practical
49.0,History,67.0,29.0,3.0,Practical-Visual
49.0,Mathematics,98.0,21.0,5.0,Lectures-Practice
49.0,Mathematics,62.0,25.0,5.0,Lectures-Practical
49.0,Physics,90.0,53.0,4.0,Reading-Practical
49.0,Mathematics,83.0,32.0,4.0,Lectures
49.0,Economics,81.0,46.0,2.0,Lectures-Practice
49.0,Computer Science,94.0,35.0,4.0,Practical-Lectures
49.0,Science,73.0,25.0,4.0,Practical-Reading
49.0,Mathematics,82.0,31.0,5.0,Reading-Visual
49.0,Physics,75.0,43.0,5.0,Reading
49.0,Physics,86.0,8.0,5.0,Practical
49.0,Computer Science,69.0,21.0,5.0,Lectures-Visual
49.0,Biology,92.0,1.0,2.0,Practice-Practical
49.0,Geography,73.0,29.0,1.0,Reading
49.0,English,79.0,34.0,4.0,Practice-Reading
49.0,Science,79.0,48.0,4.0,Reading-Practical
49.0,Economics,90.0,43.0,4.0,Visual
50.0,Geography,68.0,40.0,2.0,Reading
50.0,Physics,62.0,43.0,5.0,Practical
50.0,History,83.0,38.0,3.0,Practice-Practical
50.0,Computer Science,84.0,24.0,5.0,Practical
50.0,Mathematics,60.0,26.0,5.0,Lectures-Visual
50.0,Biology,69.0,37.0,5.0,Practice-Practical
50.0,Biology,77.0,32.0,5.0,Reading
50.0,Biology,73.0,31.0,2.0,Lectures-Practical
50.0,Geography,62.0,29.0,3.0,Practice
50.0,Physics,79.0,24.0,5.0,Reading-Practice
50.0,Geography,70.0,21.0,5.0,Visual
50.0,English,66.0,22.0,3.0,Visual
50.0,Computer Science,86.0,26.0,5.0,Visual-Practical
50.0,Computer Science,78.0,11.0,4.0,Practical
50.0,Science,69.0,14.0,5.0,Lectures
50.0,Geography,87.0,19.0,2.0,Reading-Practice
50.0,Biology,85.0,41.0,2.0,Practical
50.0,Computer Science,71.0,38.0,5.0,Visual-Practice
50.0,Chemistry,74.0,21.0,5.0,Lectures
50.0,Mathematics,52.0,35.0,5.0,Visual-Practice
51.0,Computer Science,83.0,21.0,5.0,Visual
51.0,Physics,67.0,26.0,5.0,Lectures
51.0,Geography,55.0,39.0,3.0,Lectures
51.0,Science,82.0,5.0,5.0,Practice
51.0,History,79.0,17.0,2.0,Visual
51.0,Science,63.0,41.0,5.0,Reading-Practice
51.0,Mathematics,82.0,18.0,5.0,Lectures
51.0,Chemistry,55.0,38.0,5.0,Visual
51.0,Economics,67.0,36.0,4.0,Practical-Visual
51.0,Computer Science,67.0,20.0,4.0,Practical
51.0,Mathematics,58.0,28.0,4.0,Practical-Reading
51.0,Computer Science,63.0,25.0,5.0,Lectures-Visual
51.0,Geography,96.0,33.0,3.0,Reading
51.0,Chemistry,71.0,26.0,5.0,Reading-Practical
51.0,Economics,65.0,27.0,5.0,Practical
51.0,Chemistry,78.0,31.0,4.0,Visual
51.0,Geography,69.0,47.0,3.0,Reading
51.0,Biology,70.0,22.0,2.0,Lectures
51.0,Mathematics,88.0,38.0,4.0,Practice-Visual
51.0,History,76.0,17.0,4.0,Reading-Lectures
52.0,Geography,70.0,32.0,5.0,Practical
52.0,Mathematics,73.0,37.0,5.0,Lectures
52.0,Biology,85.0,50.0,3.0,Practice-Practical
52.0,Computer Science,77.0,30.0,4.0,Visual-Reading
52.0,Physics,79.0,29.0,4.0,Lectures
52.0,Physics,70.0,23.0,5.0,Reading
52.0,Chemistry,66.0,22.0,5.0,Practical
52.0,Biology,70.0,15.0,4.0,Visual-Practical
52.0,Biology,79.0,37.0,5.0,Practice-Practical
52.0,Biology,66.0,14.0,2.0,Practice
52.0,Economics,93.0,32.0,1.0,Reading
52.0,History,87.0,25.0,4.0,Visual
52.0,Science,73.0,41.0,5.0,Lectures
52.0,Biology,77.0,41.0,2.0,Reading-Practice
52.0,Science,54.0,18.0,5.0,Practical-Practice
52.0,History,58.0,34.0,2.0,Practice-Practical
52.0,English,88.0,29.0,1.0,Practice
52.0,Computer Science,75.0,35.0,4.0,Visual
52.0,Geography,80.0,31.0,1.0,Reading
52.0,Mathematics,67.0,31.0,4.0,Lectures
53.0,Geography,61.0,30.0,2.0,Practical-Practice
53.0,English,65.0,34.0,2.0,Reading
53.0,History,92.0,49.0,5.0,Visual-Practical
53.0,Computer Science,69.0,21.0,5.0,Practical
53.0,Mathematics,54.0,28.0,5.0,Practical-Practice
53.0,English,85.0,35.0,1.0,Reading
53.0,Computer Science,71.0,25.0,4.0,Reading-Practical
