Student ID,Subject,Previous Score,Time Left,Subject Importance,Preferred Learning Style
42.0,Compiler Design,86.0,27.0,4.0,Reading-Lectures
43.0,Artificial Intelligence and Machine Learning,79.0,36.0,2.0,Reading-Practice
43.0,Computer Architecture and Organization,72.0,40.0,5.0,Visual
43.0,Data Structures and Algorithms,64.0,40.0,3.0,Lectures
43.0,Database Management Systems,80.0,31.0,5.0,Visual
43.0,Compiler Design,72.0,38.0,4.0,Visual-Reading
43.0,Computer Networks,73.0,37.0,5.0,Reading-Practice
43.0,Discrete Mathematics,80.0,31.0,1.0,Visual
43.0,Data Structures and Algorithms,63.0,33.0,5.0,Visual-Practice
43.0,Data Structures and Algorithms,64.0,44.0,3.0,Practice-Visual
43.0,Compiler Design,77.0,28.0,3.0,Lectures-Practice
43.0,Operating Systems,71.0,24.0,5.0,Practical-Lectures
43.0,Operating Systems,57.0,30.0,2.0,Practice-Lectures
43.0,Theory of Computation,74.0,21.0,5.0,Lectures-Visual
43.0,Computer Networks,83.0,44.0,4.0,Lectures
43.0,Data Structures and Algorithms,86.0,42.0,5.0,Practical-Lectures
43.0,Database Management Systems,73.0,31.0,5.0,Visual-Lectures
43.0,Artificial Intelligence and Machine Learning,78.0,35.0,3.0,Lectures-Practice
43.0,Theory of Computation,73.0,16.0,4.0,Practical-Lectures
43.0,Computer Networks,93.0,35.0,4.0,Practice
43.0,Computer Architecture and Organization,103.0,20.0,5.0,Reading-Visual
44.0,Computer Architecture and Organization,90.0,52.0,5.0,Practice
44.0,Software Engineering,79.0,45.0,5.0,Practical
44.0,Computer Networks,76.0,48.0,4.0,Visual-Practical
44.0,Theory of Computation,75.0,27.0,5.0,Reading-Practical
44.0,Computer Networks,70.0,52.0,4.0,Practice-Visual
44.0,Discrete Mathematics,63.0,20.0,3.0,Visual-Lectures
44.0,Operating Systems,77.0,10.0,3.0,Practical-Lectures
44.0,Software Engineering,67.0,28.0,5.0,Practice
44.0,Computer Architecture and Organization,65.0,31.0,5.0,Practice-Visual
44.0,Database Management Systems,82.0,29.0,5.0,Lectures-Reading
44.0,Artificial Intelligence and Machine Learning,67.0,22.0,4.0,Reading-Visual
44.0,Operating Systems,69.0,31.0,4.0,Lectures
44.0,Theory of Computation,60.0,27.0,5.0,Visual-Lectures
44.0,Database Management Systems,59.0,32.0,5.0,Practical
44.0,Theory of Computation,68.0,11.0,4.0,Reading-Lectures
44.0,Data Structures and Algorithms,79.0,28.0,2.0,Practical
44.0,Software Engineering,79.0,21.0,4.0,Practical-Practice
44.0,Theory of Computation,68.0,26.0,5.0,Visual-Reading
44.0,Software Engineering,59.0,12.0,5.0,Visual
44.0,Computer Architecture and Organization,67.0,9.0,5.0,Practical-Lectures
45.0,Computer Architecture and Organization,85.0,24.0,5.0,Lectures
45.0,Artificial Intelligence and Machine Learning,82.0,32.0,3.0,Lectures
45.0,Computer Architecture and Organization,71.0,34.0,5.0,Reading-Visual
45.0,Computer Networks,71.0,30.0,5.0,Lectures
45.0,Data Structures and Algorithms,64.0,49.0,1.0,Lectures
45.0,Discrete Mathematics,75.0,14.0,5.0,Practice
45.0,Computer Networks,75.0,30.0,5.0,Lectures
45.0,Database Management Systems,76.0,33.0,4.0,Practice
45.0,Database Management Systems,50.0,21.0,5.0,Practice
45.0,Database Management Systems,93.0,30.0,4.0,Reading
45.0,Software Engineering,91.0,14.0,5.0,Practical
45.0,Data Structures and Algorithms,77.0,42.0,1.0,Reading
45.0,Computer Networks,68.0,23.0,5.0,Visual-Reading
45.0,Compiler Design,74.0,44.0,1.0,Reading
45.0,Data Structures and Algorithms,80.0,27.0,5.0,Practical
45.0,Software Engineering,75.0,46.0,5.0,Reading-Visual
45.0,Theory of Computation,78.0,24.0,5.0,Practical-Visual
45.0,Operating Systems,65.0,41.0,2.0,Lectures-Reading
45.0,Computer Networks,65.0,35.0,5.0,Reading-Practice
45.0,Discrete Mathematics,75.0,15.0,4.0,Lectures-Practical
46.0,Operating Systems,77.0,55.0,3.0,Practice
46.0,Discrete Mathematics,85.0,15.0,5.0,Visual-Practice
46.0,Compiler Design,82.0,29.0,1.0,Practical-Reading
46.0,Data Structures and Algorithms,91.0,28.0,1.0,Lectures
46.0,Theory of Computation,89.0,42.0,5.0,Practice-Practical
46.0,Database Management Systems,80.0,35.0,4.0,Practical
46.0,Computer Architecture and Organization,75.08080301129235,31.0,4.0,Visual-Reading
46.0,Operating Systems,69.0,30.0,4.0,Visual-Reading
46.0,Artificial Intelligence and Machine Learning,67.0,30.0,2.0,Reading-Lectures
46.0,Operating Systems,70.0,29.0,3.0,Reading
46.0,Database Management Systems,88.0,17.0,5.0,Lectures-Practical
46.0,Computer Architecture and Organization,78.0,29.0,5.0,Practice-Visual
46.0,Theory of Computation,62.0,22.0,5.0,Visual
46.0,Computer Networks,65.0,32.0,5.0,Practice-Practical
46.0,Operating Systems,55.0,22.0,4.0,Visual-Practice
46.0,Compiler Design,68.0,27.0,4.0,Reading-Practical
46.0,Computer Networks,71.0,29.0,5.0,Practical
46.0,Compiler Design,80.0,28.0,4.0,Lectures-Practical
46.0,Database Management Systems,79.0,21.0,4.0,Reading
46.0,Artificial Intelligence and Machine Learning,82.0,13.0,1.0,Lectures-Visual
47.0,Discrete Mathematics,74.0,41.0,1.0,Lectures
47.0,Data Structures and Algorithms,63.0,10.0,5.0,Practical
47.0,Theory of Computation,85.0,26.0,5.0,Practical
47.0,Data Structures and Algorithms,87.0,14.0,5.0,Practical-Visual
47.0,Discrete Mathematics,79.0,27.0,1.0,Visual-Practice
47.0,Data Structures and Algorithms,57.0,38.0,5.0,Reading-Practical
47.0,Compiler Design,66.0,48.0,3.0,Lectures
47.0,Compiler Design,76.0,23.0,1.0,Practical-Visual
47.0,Database Management Systems,83.0,39.0,4.0,Practical-Visual
47.0,Computer Architecture and Organization,75.0,30.0,2.0,Reading
47.0,Theory of Computation,70.0,31.0,4.0,Reading
47.0,Computer Networks,82.0,20.0,5.0,Practical
47.0,Operating Systems,80.0,37.0,1.0,Visual-Practice
47.0,Artificial Intelligence and Machine Learning,87.0,31.0,4.0,Lectures-Practice
47.0,Discrete Mathematics,61.0,47.0,4.0,Reading-Practical
47.0,Discrete Mathematics,68.0,9.0,5.0,Visual
47.0,Artificial Intelligence and Machine Learning,77.0,42.0,4.0,Lectures-Practical
47.0,Software Engineering,71.0,36.0,4.0,Lectures
47.0,Compiler Design,75.0,31.0,1.0,Visual-Practical
47.0,Software Engineering,72.0,25.0,4.0,Visual-Lectures
48.0,Software Engineering,85.0,32.0,5.0,Visual-Reading
48.0,Compiler Design,76.0,37.0,3.0,Reading
48.0,Software Engineering,87.0,25.0,5.0,Practice
48.0,Theory of Computation,83.0,29.0,5.0,Practice
48.0,Compiler Design,74.0,47.0,1.0,Lectures
48.0,Database Management Systems,93.0,47.0,5.0,Practice-Practical
48.0,Data Structures and Algorithms,59.0,27.0,2.0,Reading-Practice
48.0,Operating Systems,76.0,54.0,5.0,Lectures-Practice
48.0,Database Management Systems,65.0,22.0,4.0,Reading
48.0,Theory of Computation,75.0,36.0,5.0,Practical
48.0,Artificial Intelligence and Machine Learning,55.0,34.0,1.0,Lectures
48.0,Artificial Intelligence and Machine Learning,77.0,49.0,1.0,Lectures-Practice
48.0,Theory of Computation,77.0,35.0,5.0,Practice-Reading
48.0,Data Structures and Algorithms,84.0,17.0,2.0,Lectures-Practice
48.0,Operating Systems,79.0,33.0,3.0,Lectures-Practical
48.0,Theory of Computation,75.0,11.0,5.0,Practical
48.0,Operating Systems,66.0,42.0,2.0,Practical-Visual
48.0,Artificial Intelligence and Machine Learning,85.0,15.0,2.0,Visual
48.0,Discrete Mathematics,74.0,18.0,1.0,Practice
48.0,Artificial Intelligence and Machine Learning,71.0,35.0,1.0,Practical-Lectures
49.0,Operating Systems,61.0,25.0,5.0,Practice-Reading
49.0,Computer Architecture and Organization,83.0,40.0,5.0,Practical-Lectures
49.0,Computer Networks,71.0,26.0,4.0,Lectures-Practical
49.0,Operating Systems,67.0,29.0,3.0,Practical-Visual
49.0,Software Engineering,98.0,21.0,5.0,Lectures-Practice
49.0,Software Engineering,62.0,25.0,5.0,Lectures-Practical
49.0,Computer Architecture and Organization,90.0,53.0,4.0,Reading-Practical
49.0,Software Engineering,83.0,32.0,4.0,Lectures
49.0,Data Structures and Algorithms,81.0,46.0,2.0,Lectures-Practice
49.0,Theory of Computation,94.0,35.0,4.0,Practical-Lectures
49.0,Database Management Systems,73.0,25.0,4.0,Practical-Reading
49.0,Software Engineering,82.0,31.0,5.0,Reading-Visual
49.0,Computer Architecture and Organization,75.0,43.0,5.0,Reading
49.0,Computer Architecture and Organization,86.0,8.0,5.0,Practical
49.0,Theory of Computation,69.0,21.0,5.0,Lectures-Visual
49.0,Artificial Intelligence and Machine Learning,92.0,1.0,2.0,Practice-Practical
49.0,Discrete Mathematics,73.0,29.0,1.0,Reading
49.0,Compiler Design,79.0,34.0,4.0,Practice-Reading
49.0,Database Management Systems,79.0,48.0,4.0,Reading-Practical
49.0,Data Structures and Algorithms,90.0,43.0,4.0,Visual
50.0,Discrete Mathematics,68.0,40.0,2.0,Reading
50.0,Computer Architecture and Organization,62.0,43.0,5.0,Practical
50.0,Operating Systems,83.0,38.0,3.0,Practice-Practical
50.0,Theory of Computation,84.0,24.0,5.0,Practical
50.0,Software Engineering,60.0,26.0,5.0,Lectures-Visual
50.0,Artificial Intelligence and Machine Learning,69.0,37.0,5.0,Practice-Practical
50.0,Artificial Intelligence and Machine Learning,77.0,32.0,5.0,Reading
50.0,Artificial Intelligence and Machine Learning,73.0,31.0,2.0,Lectures-Practical
50.0,Discrete Mathematics,62.0,29.0,3.0,Practice
50.0,Computer Architecture and Organization,79.0,24.0,5.0,Reading-Practice
50.0,Discrete Mathematics,70.0,21.0,5.0,Visual
50.0,Compiler Design,66.0,22.0,3.0,Visual
50.0,Theory of Computation,86.0,26.0,5.0,Visual-Practical
50.0,Theory of Computation,78.0,11.0,4.0,Practical
50.0,Database Management Systems,69.0,14.0,5.0,Lectures
50.0,Discrete Mathematics,87.0,19.0,2.0,Reading-Practice
50.0,Artificial Intelligence and Machine Learning,85.0,41.0,2.0,Practical
50.0,Theory of Computation,71.0,38.0,5.0,Visual-Practice
50.0,Computer Networks,74.0,21.0,5.0,Lectures
50.0,Software Engineering,52.0,35.0,5.0,Visual-Practice
51.0,Theory of Computation,83.0,21.0,5.0,Visual
51.0,Computer Architecture and Organization,67.0,26.0,5.0,Lectures
51.0,Discrete Mathematics,55.0,39.0,3.0,Lectures
51.0,Database Management Systems,82.0,5.0,5.0,Practice
51.0,Operating Systems,79.0,17.0,2.0,Visual
51.0,Database Management Systems,63.0,41.0,5.0,Reading-Practice
51.0,Software Engineering,82.0,18.0,5.0,Lectures
51.0,Computer Networks,55.0,38.0,5.0,Visual
51.0,Data Structures and Algorithms,67.0,36.0,4.0,Practical-Visual
51.0,Theory of Computation,67.0,20.0,4.0,Practical
51.0,Software Engineering,58.0,28.0,4.0,Practical-Reading
51.0,Theory of Computation,63.0,25.0,5.0,Lectures-Visual
51.0,Discrete Mathematics,96.0,33.0,3.0,Reading
51.0,Computer Networks,71.0,26.0,5.0,Reading-Practical
51.0,Data Structures and Algorithms,65.0,27.0,5.0,Practical
51.0,Computer Networks,78.0,31.0,4.0,Visual
51.0,Discrete Mathematics,69.0,47.0,3.0,Reading
51.0,Artificial Intelligence and Machine Learning,70.0,22.0,2.0,Lectures
51.0,Software Engineering,88.0,38.0,4.0,Practice-Visual
51.0,Operating Systems,76.0,17.0,4.0,Reading-Lectures
52.0,Discrete Mathematics,70.0,32.0,5.0,Practical
52.0,Software Engineering,73.0,37.0,5.0,Lectures
52.0,Artificial Intelligence and Machine Learning,85.0,50.0,3.0,Practice-Practical
52.0,Theory of Computation,77.0,30.0,4.0,Visual-Reading
52.0,Computer Architecture and Organization,79.0,29.0,4.0,Lectures
52.0,Computer Architecture and Organization,70.0,23.0,5.0,Reading
52.0,Computer Networks,66.0,22.0,5.0,Practical
52.0,Artificial Intelligence and Machine Learning,70.0,15.0,4.0,Visual-Practical
52.0,Artificial Intelligence and Machine Learning,79.0,37.0,5.0,Practice-Practical
52.0,Artificial Intelligence and Machine Learning,66.0,14.0,2.0,Practice
52.0,Data Structures and Algorithms,93.0,32.0,1.0,Reading
52.0,Operating Systems,87.0,25.0,4.0,Visual
52.0,Database Management Systems,73.0,41.0,5.0,Lectures
52.0,Artificial Intelligence and Machine Learning,77.0,41.0,2.0,Reading-Practice
52.0,Database Management Systems,54.0,18.0,5.0,Practical-Practice
52.0,Operating Systems,58.0,34.0,2.0,Practice-Practical
52.0,Compiler Design,88.0,29.0,1.0,Practice
52.0,Theory of Computation,75.0,35.0,4.0,Visual
52.0,Discrete Mathematics,80.0,31.0,1.0,Reading
52.0,Software Engineering,67.0,31.0,4.0,Lectures
53.0,Discrete Mathematics,61.0,30.0,2.0,Practical-Practice
53.0,Compiler Design,65.0,34.0,2.0,Reading
53.0,Operating Systems,92.0,49.0,5.0,Visual-Practical
53.0,Theory of Computation,69.0,21.0,5.0,Practical
53.0,Software Engineering,54.0,28.0,5.0,Practical-Practice
53.0,Compiler Design,85.0,35.0,1.0,Reading
53.0,Theory of Computation,71.0,25.0,4.0,Reading-Practical
53.0,Theory of Computation,57.0,36.0,4.0,Practice
53.0,Computer Architecture and Organization,70.0,52.0,5.0,Lectures
53.0,Artificial Intelligence and Machine Learning,78.0,38.0,4.0,Lectures
53.0,Computer Architecture and Organization,67.0,33.0,4.0,Lectures
53.0,Database Management Systems,86.0,30.0,5.0,Lectures-Visual
53.0,Artificial Intelligence and Machine Learning,68.0,26.0,1.0,Lectures-Reading
53.0,Computer Architecture and Organization,84.0,27.0,5.0,Visual
53.0,Operating Systems,78.0,22.0,1.0,Lectures-Practical
53.0,Theory of Computation,72.0,36.0,4.0,Visual
53.0,Software Engineering,80.0,34.0,5.0,Reading-Lectures
53.0,Theory of Computation,77.0,24.0,5.0,Practice
53.0,Computer Architecture and Organization,76.0,34.0,5.0,Practical
53.0,Compiler Design,82.0,36.0,5.0,Lectures
54.0,Computer Architecture and Organization,76.0,49.0,4.0,Practice-Reading
54.0,Compiler Design,65.0,43.0,5.0,Practice-Practical
54.0,Data Structures and Algorithms,78.0,30.0,3.0,Reading
54.0,Compiler Design,74.0,19.0,1.0,Visual-Reading
54.0,Theory of Computation,71.0,37.0,5.0,Lectures-Reading
54.0,Artificial Intelligence and Machine Learning,68.0,26.0,4.0,Practice-Lectures
54.0,Compiler Design,72.0,43.0,5.0,Practice-Practical
54.0,Theory of Computation,79.0,53.0,5.0,Practice-Reading
54.0,Discrete Mathematics,69.0,11.0,1.0,Practice
54.0,Theory of Computation,83.0,21.0,5.0,Practical
54.0,Discrete Mathematics,76.0,25.0,2.0,Practice
54.0,Theory of Computation,97.0,34.0,4.0,Practical-Visual
54.0,Computer Architecture and Organization,67.0,32.0,5.0,Practical
54.0,Theory of Computation,88.0,33.0,5.0,Practice-Practical
54.0,Software Engineering,72.0,38.0,5.0,Practical-Practice
54.0,Database Management Systems,84.0,28.0,5.0,Lectures-Reading
54.0,Theory of Computation,69.0,46.0,5.0,Practical
54.0,Data Structures and Algorithms,80.0,49.0,1.0,Practice-Visual
54.0,Theory of Computation,67.0,31.0,5.0,Practice
54.0,Theory of Computation,82.0,17.0,5.0,Lectures-Visual
55.0,Artificial Intelligence and Machine Learning,84.0,43.0,4.0,Practice-Lectures
55.0,Operating Systems,78.0,11.0,1.0,Practice-Visual
55.0,Data Structures and Algorithms,78.0,34.0,2.0,Reading
55.0,Software Engineering,92.0,35.0,4.0,Lectures
55.0,Database Management Systems,81.0,43.0,5.0,Reading-Lectures
55.0,Computer Networks,62.0,29.0,5.0,Practice
55.0,Software Engineering,88.0,51.0,5.0,Lectures-Visual
55.0,Theory of Computation,70.0,23.0,5.0,Practical-Lectures
55.0,Data Structures and Algorithms,68.0,9.0,5.0,Practical
55.0,Theory of Computation,76.0,30.0,5.0,Lectures
55.0,Data Structures and Algorithms,60.0,36.0,3.0,Lectures
55.0,Database Management Systems,69.0,21.0,4.0,Practical
55.0,Compiler Design,83.0,37.0,4.0,Visual-Reading
55.0,Discrete Mathematics,69.0,41.0,3.0,Visual
55.0,Compiler Design,81.0,40.0,2.0,Practice-Reading
55.0,Database Management Systems,67.0,45.0,5.0,Reading-Visual
55.0,Artificial Intelligence and Machine Learning,65.0,19.0,4.0,Practice
55.0,Compiler Design,100.0,36.0,4.0,Visual-Reading
55.0,Computer Architecture and Organization,76.0,29.0,5.0,Practice-Lectures
55.0,Data Structures and Algorithms,65.0,33.0,4.0,Practice-Reading
56.0,Database Management Systems,83.0,7.0,5.0,Practice
56.0,Database Management Systems,77.0,34.0,5.0,Reading
56.0,Software Engineering,70.0,29.0,5.0,Practical-Visual
56.0,Compiler Design,56.0,35.0,5.0,Lectures
56.0,Discrete Mathematics,77.0,31.0,4.0,Visual-Practical
56.0,Data Structures and Algorithms,89.0,32.0,1.0,Practice
56.0,Artificial Intelligence and Machine Learning,72.0,34.0,3.0,Practical-Practice
56.0,Computer Networks,70.0,46.0,4.0,Visual-Reading
56.0,Database Management Systems,69.0,42.0,4.0,Reading-Practice
56.0,Theory of Computation,82.0,39.0,4.0,Practice
56.0,Database Management Systems,83.0,36.0,4.0,Visual
56.0,Computer Networks,74.0,35.0,5.0,Reading-Practice
56.0,Computer Networks,76.0,29.0,4.0,Lectures-Reading
56.0,Discrete Mathematics,76.0,34.0,1.0,Practice-Reading
56.0,Operating Systems,54.0,36.0,3.0,Practice
56.0,Data Structures and Algorithms,55.0,30.0,3.0,Lectures
56.0,Computer Architecture and Organization,81.0,14.0,5.0,Practice
56.0,Software Engineering,68.0,34.0,5.0,Lectures-Visual
56.0,Theory of Computation,79.0,26.0,4.0,Practice-Visual
56.0,Computer Architecture and Organization,76.0,17.0,4.0,Lectures
57.0,Software Engineering,79.0,37.0,4.0,Reading
57.0,Compiler Design,80.0,36.0,5.0,Practice
57.0,Database Management Systems,54.0,31.0,5.0,Visual
57.0,Data Structures and Algorithms,77.0,29.0,2.0,Lectures
57.0,Database Management Systems,71.0,26.0,4.0,Practice
57.0,Database Management Systems,54.0,25.0,4.0,Lectures
57.0,Data Structures and Algorithms,76.0,22.0,3.0,Visual
57.0,Computer Architecture and Organization,77.0,34.0,5.0,Practice
57.0,Theory of Computation,58.0,24.0,4.0,Practical
57.0,Computer Networks,89.0,20.0,5.0,Lectures-Practice
57.0,Computer Architecture and Organization,75.0,16.0,5.0,Practical-Lectures
57.0,Computer Networks,79.0,30.0,4.0,Visual
57.0,Artificial Intelligence and Machine Learning,75.0,28.0,2.0,Practical-Lectures
57.0,Data Structures and Algorithms,76.0,27.0,3.0,Practice-Visual
57.0,Computer Architecture and Organization,80.0,27.0,5.0,Reading
57.0,Database Management Systems,93.0,9.0,5.0,Reading
57.0,Artificial Intelligence and Machine Learning,77.0,37.0,4.0,Reading
57.0,Operating Systems,85.0,29.0,2.0,Reading
57.0,Computer Networks,85.0,29.0,4.0,Visual
57.0,Operating Systems,76.0,35.0,5.0,Lectures
58.0,Compiler Design,75.0,12.0,4.0,Lectures-Practical
58.0,Discrete Mathematics,91.0,39.0,3.0,Reading
58.0,Operating Systems,90.0,29.0,3.0,Practical
58.0,Discrete Mathematics,77.0,14.0,5.0,Lectures-Reading
58.0,Software Engineering,67.0,22.0,5.0,Practice
58.0,Operating Systems,66.0,29.0,2.0,Practical
58.0,Database Management Systems,68.0,23.0,4.0,Practice
58.0,Database Management Systems,78.0,20.0,5.0,Practical
58.0,Theory of Computation,74.0,22.0,5.0,Lectures
58.0,Software Engineering,63.0,21.0,5.0,Lectures-Practice
58.0,Theory of Computation,68.0,22.0,5.0,Lectures-Practice
58.0,Operating Systems,62.0,34.0,5.0,Practice
58.0,Computer Architecture and Organization,86.0,37.0,5.0,Practice
58.0,Artificial Intelligence and Machine Learning,75.0,21.0,3.0,Lectures-Practical
58.0,Software Engineering,67.0,20.0,4.0,Lectures-Visual
58.0,Computer Networks,78.0,43.0,4.0,Visual-Practice
58.0,Discrete Mathematics,83.0,18.0,3.0,Lectures
58.0,Data Structures and Algorithms,86.0,45.0,4.0,Reading-Practical
58.0,Discrete Mathematics,73.0,42.0,4.0,Lectures-Reading
58.0,Computer Networks,82.0,18.0,4.0,Reading
59.0,Discrete Mathematics,62.0,47.0,2.0,Practical
59.0,Data Structures and Algorithms,67.0,35.0,2.0,Practical
59.0,Artificial Intelligence and Machine Learning,73.0,41.0,4.0,Visual-Practice
59.0,Computer Architecture and Organization,102.0,28.0,5.0,Visual-Practice
59.0,Database Management Systems,82.0,24.0,5.0,Practice-Reading
59.0,Artificial Intelligence and Machine Learning,74.0,29.0,3.0,Reading-Practice
59.0,Data Structures and Algorithms,72.0,26.0,1.0,Practice-Practical
59.0,Database Management Systems,79.0,25.0,4.0,Visual
59.0,Artificial Intelligence and Machine Learning,80.0,35.0,4.0,Practical
59.0,Computer Networks,76.0,10.0,5.0,Lectures
59.0,Database Management Systems,88.0,29.0,5.0,Reading-Visual
59.0,Computer Networks,93.0,35.0,5.0,Practical-Reading
59.0,Software Engineering,65.0,39.0,5.0,Reading-Lectures
59.0,Software Engineering,79.0,32.0,5.0,Reading-Practice
59.0,Theory of Computation,72.0,26.0,4.0,Visual
59.0,Computer Architecture and Organization,75.0,39.0,4.0,Visual
59.0,Artificial Intelligence and Machine Learning,82.0,30.0,5.0,Reading-Lectures
59.0,Computer Architecture and Organization,73.0,26.0,4.0,Practice
59.0,Compiler Design,68.0,28.0,2.0,Practical
59.0,Computer Architecture and Organization,71.0,21.0,5.0,Practical-Reading
60.0,Computer Architecture and Organization,74.0,29.0,5.0,Lectures-Reading
60.0,Theory of Computation,72.0,23.0,4.0,Practice-Practical
60.0,Software Engineering,78.0,38.0,4.0,Visual-Lectures
60.0,Computer Architecture and Organization,64.0,21.0,5.0,Practical
60.0,Data Structures and Algorithms,85.0,5.0,1.0,Practical
60.0,Computer Networks,60.0,24.0,4.0,Practice
60.0,Operating Systems,83.0,24.0,5.0,Practice
60.0,Compiler Design,76.0,34.0,1.0,Lectures-Reading
60.0,Discrete Mathematics,73.0,43.0,3.0,Lectures-Practice
60.0,Compiler Design,76.0,17.0,3.0,Reading-Visual
60.0,Artificial Intelligence and Machine Learning,76.0,37.0,2.0,Reading
60.0,Database Management Systems,79.0,57.0,5.0,Reading
60.0,Software Engineering,55.0,29.0,5.0,Reading-Lectures
60.0,Compiler Design,59.0,39.0,3.0,Reading-Lectures
60.0,Operating Systems,87.0,31.0,3.0,Practical-Practice
60.0,Discrete Mathematics,69.0,27.0,2.0,Visual
60.0,Computer Networks,83.0,21.0,4.0,Practice
60.0,Compiler Design,78.0,15.0,2.0,Practical-Reading
60.0,Theory of Computation,94.0,28.0,4.0,Practice
60.0,Software Engineering,71.0,22.0,5.0,Reading-Lectures
61.0,Operating Systems,80.0,17.0,3.0,Practice
61.0,Computer Networks,81.0,23.0,4.0,Lectures-Practical
61.0,Operating Systems,73.0,55.0,1.0,Practical-Visual
61.0,Computer Architecture and Organization,90.0,34.0,4.0,Reading
61.0,Database Management Systems,77.0,31.0,4.0,Practical
61.0,Artificial Intelligence and Machine Learning,80.0,27.0,4.0,Practice-Lectures
61.0,Artificial Intelligence and Machine Learning,96.0,24.0,5.0,Practical-Practice
61.0,Computer Architecture and Organization,109.0,40.0,5.0,Practice-Practical
61.0,Compiler Design,60.0,26.0,5.0,Practice-Visual
61.0,Database Management Systems,69.0,22.0,5.0,Practice
61.0,Computer Networks,58.0,29.0,5.0,Visual
61.0,Software Engineering,91.0,38.0,4.0,Practical
61.0,Software Engineering,77.0,36.0,5.0,Practical
61.0,Compiler Design,83.0,18.0,1.0,Practical-Practice
61.0,Data Structures and Algorithms,70.0,49.0,1.0,Lectures-Visual
61.0,Operating Systems,75.08080301129235,23.0,5.0,Practical-Reading
61.0,Operating Systems,84.0,18.0,2.0,Practice-Lectures
61.0,Discrete Mathematics,93.0,22.0,2.0,Reading
61.0,Operating Systems,69.0,35.0,3.0,Visual
61.0,Theory of Computation,102.0,17.0,5.0,Reading-Practice
62.0,Software Engineering,54.0,26.0,4.0,Practice-Visual
62.0,Data Structures and Algorithms,95.0,47.0,4.0,Reading-Practice
62.0,Compiler Design,86.0,33.0,5.0,Lectures-Practice
62.0,Computer Networks,71.0,32.0,5.0,Lectures
62.0,Compiler Design,79.0,22.0,5.0,Lectures
62.0,Data Structures and Algorithms,83.0,33.0,1.0,Practical-Lectures
62.0,Theory of Computation,88.0,39.0,5.0,Reading-Practical
62.0,Theory of Computation,84.0,30.0,5.0,Lectures
62.0,Operating Systems,89.0,25.0,3.0,Visual-Practice
62.0,Artificial Intelligence and Machine Learning,61.0,36.0,1.0,Practice-Practical
62.0,Computer Networks,84.0,30.0,5.0,Practice-Lectures
62.0,Compiler Design,83.0,37.0,2.0,Practice
62.0,Computer Networks,55.0,33.0,4.0,Reading-Visual
62.0,Artificial Intelligence and Machine Learning,78.0,19.0,2.0,Practical-Visual
62.0,Data Structures and Algorithms,54.0,32.0,2.0,Visual
62.0,Computer Architecture and Organization,73.0,35.0,5.0,Visual
62.0,Operating Systems,84.0,34.0,2.0,Practice
62.0,Discrete Mathematics,64.0,28.0,1.0,Practical-Visual
62.0,Database Management Systems,75.0,40.0,4.0,Visual-Practice
62.0,Computer Networks,92.0,33.0,5.0,Visual-Lectures
63.0,Software Engineering,86.0,41.0,5.0,Lectures-Reading
63.0,Computer Networks,79.0,31.0,5.0,Reading
63.0,Database Management Systems,77.0,37.0,4.0,Practice
63.0,Artificial Intelligence and Machine Learning,76.0,46.0,2.0,Practical
63.0,Artificial Intelligence and Machine Learning,85.0,36.0,2.0,Practice
63.0,Artificial Intelligence and Machine Learning,70.0,24.0,5.0,Practical-Practice
63.0,Computer Architecture and Organization,73.0,24.0,4.0,Practical
63.0,Theory of Computation,69.0,11.0,5.0,Reading-Practice
63.0,Computer Networks,62.0,27.0,5.0,Practical
63.0,Artificial Intelligence and Machine Learning,77.0,39.0,1.0,Practice
63.0,Database Management Systems,85.0,44.0,4.0,Practice-Reading
63.0,Database Management Systems,67.0,29.0,5.0,Practical-Lectures
63.0,Data Structures and Algorithms,76.0,11.0,4.0,Lectures
63.0,Computer Architecture and Organization,82.0,43.0,5.0,Practice
63.0,Computer Networks,78.0,29.0,4.0,Lectures-Reading
63.0,Data Structures and Algorithms,54.0,26.0,4.0,Lectures-Visual
63.0,Software Engineering,65.0,26.0,5.0,Reading
63.0,Software Engineering,86.0,36.0,5.0,Practical
63.0,Operating Systems,80.0,28.0,4.0,Reading-Practice
63.0,Artificial Intelligence and Machine Learning,80.0,27.0,5.0,Practical
64.0,Operating Systems,66.0,44.0,2.0,Practical-Reading
64.0,Computer Networks,79.0,36.0,4.0,Visual
64.0,Software Engineering,70.0,31.0,5.0,Reading-Lectures
64.0,Compiler Design,89.0,37.0,4.0,Lectures-Reading
64.0,Computer Networks,65.0,45.0,4.0,Lectures
64.0,Database Management Systems,72.0,45.0,5.0,Visual
64.0,Theory of Computation,83.0,30.0,5.0,Practice-Lectures
64.0,Data Structures and Algorithms,66.0,22.0,4.0,Lectures
64.0,Theory of Computation,73.0,34.0,4.0,Practical-Practice
64.0,Computer Networks,71.0,35.0,5.0,Practical
64.0,Compiler Design,76.0,30.0,4.0,Practical
64.0,Operating Systems,76.0,21.0,2.0,Practical
64.0,Computer Architecture and Organization,75.0,35.0,4.0,Reading
64.0,Computer Networks,80.0,36.0,5.0,Practice-Practical
64.0,Theory of Computation,56.0,36.0,4.0,Reading
64.0,Artificial Intelligence and Machine Learning,61.0,20.0,4.0,Practice-Reading
